Date,^GSPC,^NDX,^FTSE,^RLG,^RUT,^MID,^RLV,^RUI,^SPXEW,^DJI,^SPHYDA,^SPX,^IXI,^N225,^FTSC,^SOX,^TWII,^AMZ,^SP400,^HSI,^IXIC,^SP600,^NDXT,^STOXX50E
2019-01-07,0.006985975995229761,0.010158941815445376,-0.0038832724486498028,0.010454895498496139,0.01767378003862284,0.010911893335195209,0.005303680136483855,0.007849895865964587,0.010305107915273663,0.004181438140437605,0.0038490779983716334,0.006985975995229761,0.01343993978581125,0.024092000767916434,0.008076018193107774,0.01928899711355413,0.02190485776595728,0.01730009779302551,0.010911893335195209,0.008148621824246766,0.01247742073715234,0.014002961683884667,0.014565634151248053,-0.002702731825455765
2019-01-08,0.009648587336497393,0.009754618674492992,0.007416409245037757,0.012016432477870697,0.014958366271183165,0.016777495551595065,0.008272825270425022,0.010130422884384283,0.01063266646189216,0.010824539773874308,0.012374132677918313,0.009648587336497393,0.026430426485561875,0.008203625230139172,0.009390631018878399,-0.0048908175234697975,-0.0027879662547880893,0.023896734443770506,0.016777495551595065,0.0015373863868957788,0.010718362847466868,0.014779119698692831,0.004798779385736909,0.006996750080740116
2019-01-09,0.004089671332822161,0.0074267127245678565,0.006536825380129173,0.005976535167897503,0.008557447666278178,0.009083003563297857,0.0033166763029069493,0.004632044782282413,0.00679840147932828,0.0038463031027507247,0.0006581463536292433,0.004089671332822161,0.0011703107448928645,0.010977981217379657,0.0069433433239695485,0.024924742821218378,0.018103362810900622,0.011142099489168932,0.009083003563297857,0.022427233622738605,0.008673322865231559,0.010301687267149792,0.018404674260820045,0.004995797942399764
2019-01-10,0.004508241374462229,0.0030631648311527696,0.005242050299471617,0.005138290412238677,0.0045904685354552265,0.00796279341380985,0.004322726637540052,0.004729019199907276,0.0062845861806089245,0.00512942295760655,0.008397694530826753,0.004508241374462229,0.01437476780991482,-0.012971562976153976,0.0017049527290924841,0.009668748179351407,-0.001810899372008118,-0.013232508345555836,0.00796279341380985,0.0022312274809688205,0.004158283898455209,0.0030510125908037944,0.0067234660027296,0.0017865338492528064
2019-01-11,-0.0001463085444824661,-0.0029556120199557777,-0.0035638921875583273,-0.0022804158169191513,0.0013481365369386324,0.0012595508588986737,0.002092628564710024,-7.65357750969783e-05,0.0010949803413691707,-0.0002487903426839478,-0.0012284799223658666,-0.0001463085444824661,0.005431689361464045,0.009668462177884465,0.001515155887408871,0.009642073957431918,0.003974315340429306,-0.012105678149884534,0.0012595508588986737,0.0054838795224537015,-0.002090603188675801,0.00288659020434513,0.0011367848831481257,-0.0018516615538500102
2019-01-14,-0.00527139458724949,-0.00918555275153288,-0.00917733540412482,-0.00740321984081594,-0.010117436872187349,-0.005942909193827417,-0.0035698575539923547,-0.005470762303250179,-0.005166680685885623,-0.003594950398376947,-0.005106796261079643,-0.00527139458724949,-0.00035595613234046583,0.0,0.0,-0.01558611984085119,-0.005258041986680053,-0.010976488955585543,-0.005942909193827417,-0.01393151113261215,-0.009448534565961127,-0.008874927127141967,-0.01385309077523614,-0.004852115237414933
2019-01-15,0.010664618879761001,0.019469725750932223,0.005818198230987481,0.014555967214307892,0.00862394686360192,0.006101677561356283,0.0063708790893949145,0.010427188469065889,0.007094053679951263,0.006492929743062935,0.005277336379170381,0.010664618879761001,0.007879727779688789,0.009560864703714462,-0.008163923317243221,0.0022999955212031917,0.010025605175151744,0.018079512223831803,0.006101677561356283,0.020025996193899307,0.01692966097108439,0.006366312531078151,0.010759292482867357,0.0042037082327598925
2019-01-16,0.0022195205290883643,-0.00016195260403124615,-0.004695532476286823,0.001125422988873408,0.006538121392456724,0.006780069949592765,0.004239319980280627,0.00269696471281836,0.002606813860051779,0.005865450730530056,0.0038213068161680533,0.0022195205290883643,0.007272638640534345,-0.005489986727827582,-0.004116608560953419,-0.00825439253313143,-0.00431587724427654,0.0013337989966529505,0.006780069949592765,0.0026728977215964823,0.0015449514495489678,0.0078268616191633,-0.00290120946446616,0.002984385926702165
2019-01-17,0.007562730706235749,0.007453548887235502,-0.004059153565884007,0.007958270347433386,0.00859024022479783,0.009136537797341523,0.007399796949419665,0.00767741487610979,0.009022380570522336,0.006708491379958746,0.0078120687297256195,0.007562730706235749,0.008688739723636945,-0.001982150209169879,-0.00401951685000395,0.011365576929321242,0.002592020292678185,-0.000525240434405451,0.009136537797341523,-0.005459385348976601,0.0070500314846657745,0.009100078587022926,0.007755689367854992,-0.002560737861873269
2019-01-18,0.01309691283985578,0.009799289509476686,0.01932943935256045,0.013018089129732534,0.010339951433436653,0.013880481159422904,0.01293950124181167,0.012977508629514281,0.0,0.013703324797111215,0.01491721978524636,0.01309691283985578,0.0032779169717551447,0.012847093919829078,0.014017077056903818,0.022700789699589247,0.004780511303225381,0.011132006702704396,0.013880481159422904,0.012449625562948322,0.010219384517698674,0.009948950715282472,0.02116155705685703,0.021137785882951204
2019-01-21,0.0,0.0,0.0003300537353375131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002573844617893488,0.004243628429899324,0.0,0.005408335261810814,0.0,0.0,0.003895148687988597,0.0,0.0,0.0,-0.0031469256850880545
2019-01-22,-0.014258476827972471,-0.02051974260632538,-0.009977042868389784,-0.01672552101170201,-0.017041552055434405,-0.015432799824484736,-0.011940170755627824,-0.014307857775280116,0.0009347315776567498,-0.0122935385923196,-0.010927889576501381,-0.014258476827972471,0.0008463914873023604,-0.0046644834023956356,-0.0018298813960382137,-0.02888264190024512,0.0005317175143554261,-0.024025432409986613,-0.015432799824484736,-0.007051056299456161,-0.019308552581686445,-0.01671397475505532,-0.024662775428925487,-0.003934046437552616
2019-01-23,0.002200489919450871,0.0017961966908475039,-0.008512671303821339,0.0012493496800231986,-0.0021911129372644313,-0.001554800429166226,0.0024376482190493027,0.0018510571698860845,-0.00032415653662517787,0.006988118427086196,0.0024296753811906464,0.002200489919450871,0.00785399552535173,-0.001416392237613984,-0.002076537741633729,-0.006228745589929415,-0.004889287649807989,-0.00016373244031929848,-0.001554800429166226,0.00010182611550701623,0.0007703412345865474,-0.001960234180735724,-0.0008055068889910177,-0.00021531680695961887
2019-01-24,0.001374780110977555,0.00655477602982793,-0.0034987705802652707,0.0033864183754801873,0.006955267419146155,0.00702201561703084,0.0007967175154073881,0.0020732829408308946,0.004952080845758411,-0.0009110289993507903,-0.0028763526262586634,0.001374780110977555,3.804329420115984e-05,-0.0009274039107078329,-0.004824660858486858,0.05572259656001619,0.003115037337371658,0.00579711010070778,0.00702201561703084,0.004167120723201226,0.006764925935189553,0.006044439450927822,0.029817391657757198,0.00454607252324938
2019-01-25,0.008452867700518018,0.01257552762450317,-0.0014381658966186937,0.01218213550345755,0.0125134409346694,0.010691663687040947,0.005783669427678605,0.008955144497958862,0.010699240190856487,0.007464321297931808,0.002557166148630117,0.008452867700518018,0.015149021414003672,0.009622245404242688,0.004393777382018464,0.021499247654954645,0.009320517965185703,0.012580310972850325,0.010691663687040947,0.01639120961084813,0.012838756110327301,0.011222226382227049,0.023429759192309437,0.011743401598662159
